,X,Y,Z,n_points_0.01,corr_dim_0.01
15372,0.005445,0.041766,0.048737,76,1.2229364151219428e-07
15373,0.007,0.025899,0.043771,67,1.0781149975417128e-07
15374,-0.005281,0.037803,0.058923,67,1.0781149975417128e-07
15375,-0.008532,0.051334,0.067142,81,1.3033927582220705e-07
15376,-0.007077,0.051093,0.06513,86,1.3838491013221985e-07
15377,-0.008046,0.054361,0.067216,88,1.4160316385622496e-07
15378,-0.003917,0.05104,0.061796,86,1.3838491013221985e-07
15379,-0.005675,0.052328,0.0634,84,1.3516665640821472e-07
15380,-0.005746,0.049346,0.062801,79,1.2712102209820195e-07
15381,0.018453,0.002351,0.020845,138,2.2205950695635277e-07
15382,0.019833,0.002887,0.01964,140,2.252777606803579e-07
15383,-0.008412,0.048525,0.06562,78,1.255118952361994e-07
15384,-0.009908,0.045089,0.064846,74,1.1907538778818917e-07
15385,-0.00987,0.049573,0.067516,76,1.2229364151219428e-07
15386,-0.007497,0.046665,0.062875,78,1.255118952361994e-07
15387,-0.007108,0.040386,0.060909,65,1.0459324603016616e-07
15388,-0.007926,0.043159,0.062087,72,1.1585713406418405e-07
15389,-0.008961,0.041352,0.061508,70,1.1263888034017895e-07
15390,-0.006588,0.033747,0.057402,84,1.3516665640821472e-07
15391,0.007502,0.040676,0.048164,74,1.1907538778818917e-07
15392,0.008359,0.042087,0.048635,78,1.255118952361994e-07
15393,0.007429,0.042654,0.048528,81,1.3033927582220705e-07
15394,0.009482,0.040623,0.048421,72,1.1585713406418405e-07
15395,0.007459,0.044288,0.049045,85,1.367757832702173e-07
15396,0.017899,0.002613,0.019385,150,2.413690293003835e-07
15397,0.012943,0.02827,0.041721,57,9.172023113414571e-08
15398,0.016331,0.030531,0.040153,57,9.172023113414571e-08
15399,0.015158,0.03265,0.0417,59,9.493848485815082e-08
15400,0.012576,0.013062,0.032275,79,1.2712102209820195e-07
15401,0.008885,0.007675,0.033545,109,1.7539482795827865e-07
15402,-0.001171,0.032653,0.052168,71,1.142480072021815e-07
15403,0.009549,0.043055,0.048943,74,1.1907538778818917e-07
15404,0.010975,0.042172,0.04825,75,1.2068451465019174e-07
15405,0.000261,0.033287,0.050398,59,9.493848485815082e-08
15406,-0.001193,0.030977,0.051274,79,1.2712102209820195e-07
15407,-0.000559,0.030255,0.049661,84,1.3516665640821472e-07
15408,0.008272,0.043279,0.049529,83,1.3355752954621218e-07
15409,0.009022,0.044747,0.049825,83,1.3355752954621218e-07
15410,0.015196,0.016665,0.032227,62,9.976586544415849e-08
15411,0.013427,0.015304,0.032066,69,1.1102975347817638e-07
15412,0.011376,0.020143,0.033104,55,8.85019774101406e-08
15413,0.01126,0.018214,0.032383,54,8.689285054813804e-08
15414,0.012805,0.019858,0.032179,58,9.332935799614827e-08
